koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
CANDIDATE,34.84398644,172.633252,0.934,2.9315,4.52E+03,0.080046,1.86832,7.61,0.1971,88.92,40,5509,4.482,-0.16,0.871,0.84,15.684,16.307,15.646,15.417,15.322,14.363,13.96,13.875
CONFIRMED,7.748094239,174.997206,0.517,3.5957,2.47E+03,0.046615,1.06292,5.52,0.081,88.02,133,5973,4.439,0.36,1.085,1.181,15.67,16.254,15.609,15.42,15.327,14.412,14.113,14.106
CONFIRMED,23.96793669,186.22182,0.416,3.827,1.18E+03,0.03141,3.03325,1.8,0.1322,89.47,43,3747,4.728,0.1,0.524,0.536,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312
CONFIRMED,8.29561738,135.79284,0.888,1.3421,8.24E+02,0.03178,4.18931,1.82,0.0652,87.95,119,3747,4.728,0.1,0.524,0.536,15.414,16.862,15.508,14.793,14.419,13.224,12.537,12.312
CONFIRMED,8.11437482,176.33968,0.573,2.2736,1.56E+03,0.037204,3.76716,2.1,0.0649,88.61,167,3692,4.753,0.28,0.517,0.553,15.877,17.474,16.091,15.192,14.705,13.405,12.723,12.492
FALSE POSITIVE,38.03672948,196.934947,0.501,4.34617,8.29E+04,0.27018,6.21385,27.5,0.2252,89.63,26,5575,4.521,0.36,0.932,1.051,15.472,16.078,15.4,15.212,15.152,14.223,13.85,13.796
CANDIDATE,4.64090031,173.64638,1.28,35.512,2.45E+03,0.333559,0.00218,30.09,0.0503,19.01,227,6463,4.5,-1.66,0.826,0.786,15.27,15.662,15.249,15.102,15.046,14.224,13.954,13.785
FALSE POSITIVE,3.747838198,171.66504,1.121,5.0642,6.16E+02,0.151387,0.00878,13.65,0.046,53.12,358,5514,4.569,-0.04,0.826,0.926,13.496,14.038,13.426,13.264,13.205,12.236,11.891,11.785
CONFIRMED,14.74914825,138.77799,0.173,6.0995,4.30E+02,0.018864,0.55575,2.89,0.1221,89.47,72,5847,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
CONFIRMED,21.81295996,174.01085,0.053,4.3791,1.18E+03,0.030952,2.39175,3.38,0.1495,89.92,45,5601,4.41,0.08,0.999,0.934,15.54,16.187,15.492,15.262,15.147,14.204,13.776,13.702
FALSE POSITIVE,7.91936937,172.181092,0.733,3.3148,1.51E+04,0.121984,1.13074,10.34,0.0737,87.3,132,5690,4.588,-0.4,0.776,0.852,15.805,16.346,15.757,15.572,15.446,14.482,14.112,14.055
CANDIDATE,1.028436523,170.228582,1.5734,1.8606,8.10E+03,0.673134,0.43236,72.77,0.0197,57.3,,6228,4.428,-0.44,0.99,0.959,15.202,15.662,15.167,15.005,14.892,14.019,13.702,13.598
CONFIRMED,15.37562369,173.61402,0.692,3.3169,1.53E+04,0.12103,2.43887,11.01,0.1121,88.73,50,4986,4.496,0.16,0.833,0.793,16.422,17.227,16.367,16.077,15.879,14.877,14.359,14.178
CONFIRMED,8.10363271,176.9486,0.047,3.161,8.88E+02,0.026361,2.33533,2.11,0.0712,89.87,131,4861,4.574,-0.08,0.732,0.733,15.289,16.117,15.221,14.933,14.748,13.749,13.223,13.172
CONFIRMED,4.71510843,134.96178,0.258,2.506,4.18E+02,0.018268,2.42359,1.46,0.0496,88.96,208,4861,4.574,-0.08,0.732,0.733,15.289,16.117,15.221,14.933,14.748,13.749,13.223,13.172
CONFIRMED,6.365839713,171.13575,0.524,2.9721,7.81E+02,0.026275,1.41102,2.44,0.0659,87.92,216,5776,4.554,-0.18,0.849,0.939,15.09,15.594,15.032,14.874,14.799,13.882,13.522,13.493
FALSE POSITIVE,5.97581754,174.77602,0.941,3.065,9.62E+02,0.035468,0.14724,3.86,0.066,81.71,181,6108,4.471,-0.08,0.997,1.072,15.546,16.038,15.487,15.336,15.214,14.33,14.047,14.045
FALSE POSITIVE,2.446737317,170.66951,1.241,4.7211,1.18E+03,0.278526,0.01691,26.25,0.0351,44.81,552,5764,4.548,-0.12,0.863,0.959,15.021,15.572,14.978,14.785,14.705,13.791,13.44,13.384
CONFIRMED,3.04033046,169.9490106,0.736,1.8411,1.09E+04,0.104023,2.31195,8.99,0.0374,85.95,440,5035,4.519,-0.06,0.791,0.754,15.028,15.823,14.978,14.687,14.505,13.514,13.016,12.922
CONFIRMED,15.33528675,174.00278,0.773,3.897,3.08E+03,0.056,0.81659,5,0.1179,87.95,85,5251,4.581,0.21,0.817,0.926,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
CONFIRMED,7.95825328,137.80219,0.706,4.377,5.00E+01,0.006915,0.29918,1.06,0.0809,85.95,109,5847,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
CONFIRMED,31.33046135,153.43031,0.798,5.176,5.07E+03,0.072904,0.70448,6.5,0.1898,88.62,46,5251,4.581,0.21,0.817,0.926,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
FALSE POSITIVE,3.9043425,173.393734,0.709,3.831,1.62E+04,0.125229,0.39988,12.28,0.0484,84.06,275,5810,4.526,-0.06,0.898,0.989,15.016,15.552,14.953,14.787,14.674,13.817,13.447,13.49
FALSE POSITIVE,9.286358079,171.8214689,0.377,3.49949,4.48E+04,0.19639,2.67897,17.61,0.081,89.06,117,5670,4.523,-0.4,0.821,0.82,15.365,15.946,15.348,15.115,14.988,14.031,13.602,13.551
FALSE POSITIVE,3.951405455,173.276125,1.276,2.1862,2.45E+03,0.331342,0.19337,31.44,0.0482,76.4,272,6046,4.539,-0.38,0.869,0.953,15.446,15.924,15.401,15.242,15.148,14.208,13.806,13.776
CONFIRMED,23.65369415,171.376107,0.008,8.2183,3.34E+03,0.05219,0.41907,7.89,0.1658,89.98,57,5739,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512
CONFIRMED,13.23352214,140.32196,0.014,6.7372,5.05E+02,0.020278,0.3884,3.06,0.1126,89.95,97,5739,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512
CONFIRMED,6.15560285,134.81656,0.235,4.9843,2.85E+02,0.015336,0.40662,2.32,0.0676,88.56,203,5739,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512
CONFIRMED,2.090811305,134.17462,0.746,3.388,1.16E+02,0.010686,0.1588,1.62,0.0329,77.03,527,5739,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512
CONFIRMED,3.180027898,133.49863,0.196,3.5797,1.20E+02,0.009989,0.5756,1.53,0.0439,88.34,323,5847,4.191,0.26,1.402,1.113,12.487,12.904,12.427,12.309,12.274,11.392,11.114,11.06
CONFIRMED,50.4467417,178.5014,0.379,7.159,3.70E+02,0.01767,0.97794,2.67,0.2747,89.57,22,5739,4.191,0.3,1.384,1.083,15.084,15.6,15.003,14.862,14.768,13.894,13.545,13.512
CONFIRMED,11.76307164,180.93613,0.048,2.9076,1.04E+03,0.028519,4.37951,2.35,0.0954,89.91,88,4959,4.603,0.16,0.756,0.849,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133
CONFIRMED,56.2279271,132.29259,0.7,3.57,8.63E+02,0.028683,4.47051,2.37,0.2707,89.56,18,4959,4.603,0.16,0.756,0.849,15.208,15.964,15.137,14.884,14.742,13.703,13.215,13.133
FALSE POSITIVE,2.384052875,171.58362,1.178,3.0918,1.27E+03,0.222925,0.03902,17.06,0.0308,58.76,549,4794,4.58,-0.22,0.701,0.683,15.836,16.733,15.793,15.451,15.271,14.226,13.613,13.518
CONFIRMED,7.953547,174.66224,0.3,2.6312,8.75E+02,0.026448,3.48717,2.25,0.0712,89.24,166,4768,4.536,0.18,0.779,0.759,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464
CONFIRMED,4.14451656,135.92831,0.004,2.3421,3.92E+02,0.017441,2.87358,1.48,0.0461,89.99,316,4768,4.536,0.18,0.779,0.759,15.66,16.443,15.562,15.325,15.133,14.113,13.606,13.464
FALSE POSITIVE,4.859386384,173.011469,1.259,2.2757,6.04E+03,0.355227,0.4563,38.33,0.0571,81.27,273,6072,4.47,-0.1,0.988,1.05,15.311,15.812,15.269,15.097,15.033,14.173,13.785,13.634
CONFIRMED,10.52629458,176.522462,0.644,2.5211,9.77E+03,0.095143,3.85261,8.24,0.088,88.69,129,5386,4.553,-0.2,0.793,0.82,15.305,15.956,15.263,15.026,14.903,13.968,13.532,13.492
CONFIRMED,4.583520948,169.973972,0.045,2.7055,3.81E+03,0.056287,2.30111,5.39,0.0535,89.81,297,5815,4.54,-0.12,0.877,0.973,15.287,15.847,15.235,15.047,14.929,13.981,13.644,13.62
CONFIRMED,3.76181843,171.90364,0.926,3.5176,5.11E+02,0.025656,0.06927,2.66,0.047,75.62,273,5653,4.472,0.1,0.949,0.974,15.257,15.836,15.199,15.008,14.94,13.955,13.626,13.557
CONFIRMED,8.20396958,169.69138,0.823,2.9667,1.02E+03,0.033372,0.65082,3.01,0.0735,86.43,162,5015,4.499,0.1,0.826,0.785,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238
CONFIRMED,14.49645186,143.41659,0.97,4.016,6.48E+02,0.033377,0.0859,3.01,0.1074,84.34,89,5015,4.499,0.1,0.826,0.785,15.376,16.162,15.297,15.039,14.855,13.821,13.316,13.238
CONFIRMED,6.54626149,133.85964,0.644,2.75,6.56E+02,0.024555,1.35056,2.19,0.0668,87.46,200,5251,4.581,0.21,0.817,0.926,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118
CONFIRMED,12.71809866,175.35526,0.427,3.0957,1.15E+03,0.030871,2.98907,2.31,0.0934,89.17,107,4702,4.592,-0.22,0.686,0.67,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881
CONFIRMED,36.06588163,198.58423,0.26,4.3246,1.56E+03,0.035281,3.78452,2.64,0.1871,89.77,38,4702,4.592,-0.22,0.686,0.67,15.389,16.296,15.349,15.001,14.741,13.608,13.064,12.881
CONFIRMED,4.190425659,171.44122,0.458,2.8589,2.88E+03,0.050076,1.28404,6.21,0.0535,87.52,318,6073,4.392,0.2,1.135,1.163,15.27,15.8,15.211,15.043,14.951,14.069,13.77,13.624
CONFIRMED,3.709870784,171.987982,0.023,3.0694,2.02E+03,0.040686,1.22579,4.35,0.0471,89.86,279,5727,4.463,0.14,0.978,1.013,15.581,16.157,15.52,15.334,15.255,14.306,13.934,13.785
CONFIRMED,16.3297527,177.29506,0.791,6.271,1.19E+03,0.034822,0.16717,3.75,0.1255,86.59,85,5878,4.444,-0.06,0.987,0.989,15.447,15.988,15.407,15.215,15.143,14.255,13.87,13.799
CONFIRMED,27.80756622,186.713552,0.782,4.21587,2.54E+04,0.161479,1.98053,13.84,0.1711,88.96,50,5862,4.584,-0.52,0.785,0.865,15.482,16.014,15.449,15.254,15.124,14.236,13.744,13.672
CONFIRMED,80.8723469,203.895,0.527,11.195,3.60E+03,0.056129,0.37264,7.59,0.3577,89.4,17,5510,4.222,0.16,1.238,0.932,15.201,15.739,15.166,14.97,14.863,13.935,13.585,13.569
FALSE POSITIVE,3.166465862,172.002627,1.266,2.9381,4.36E+03,0.348902,0.12553,26.82,0.0371,71.8,320,4968,4.575,-0.36,0.704,0.68,15.999,16.795,15.962,15.659,15.487,14.413,13.963,13.812
CONFIRMED,24.99324319,138.68167,0.686,5.9409,2.70E+02,0.015956,0.42385,2.29,0.1651,88.37,53,5718,4.181,0,1.317,0.961,12.377,12.801,12.337,12.195,12.134,11.274,10.961,10.897
CONFIRMED,10.35533116,170.93729,0.029,3.1775,7.51E+02,0.024674,2.92779,2.47,0.0895,89.93,127,5501,4.462,0.02,0.918,0.891,15.018,15.627,14.948,14.757,14.64,13.656,13.279,13.141
CONFIRMED,16.08518937,180.28319,0.867,3.984,1.44E+03,0.040767,0.41177,3.68,0.1173,87.21,82,5239,4.523,0,0.826,0.83,15.219,15.918,15.15,14.919,14.803,13.753,13.284,13.145
CANDIDATE,235.9986399,208.399822,0.778,8.2284,2.07E+04,0.14756,2.14449,10.59,0.6534,89.76,6,4245,4.627,0.12,0.657,0.666,15.172,16.343,15.122,14.67,14.421,13.251,12.678,12.515
CONFIRMED,7.49018305,174.95037,0.02,2.7297,1.12E+03,0.029843,3.3941,2.56,0.0703,89.95,178,5103,4.562,0.04,0.787,0.823,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
CONFIRMED,36.2761238,201.2869,0.035,4.7865,1.57E+03,0.035273,3.09103,3.03,0.2012,89.97,39,5103,4.562,0.04,0.787,0.823,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
CONFIRMED,17.46087931,137.26594,0.594,2.2641,8.12E+02,0.026969,7.45729,2.32,0.1236,89.31,69,5103,4.562,0.04,0.787,0.823,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
CONFIRMED,56.0560754,201.16578,0.018,4.685,1.63E+03,0.036134,5.11354,1.94,0.228,89.99,24,3593,4.757,0.26,0.491,0.503,15.849,17.455,16.093,15.162,14.719,13.446,12.778,12.536
CONFIRMED,41.40831669,195.78745,0.377,5.0264,2.28E+04,0.139516,3.42177,11.38,0.2162,89.68,33,5522,4.586,-0.46,0.747,0.786,15.196,15.775,15.154,14.947,14.827,13.805,13.413,13.307
CANDIDATE,39.74893077,172.854644,0.881,7.3051,1.52E+04,0.134949,0.31474,14.21,0.2311,88.3,34,6122,4.487,-0.18,0.964,1.041,15.344,15.804,15.287,15.147,15.06,14.131,13.824,13.767
CONFIRMED,5.715425977,174.87931,0.348,2.5242,9.08E+02,0.027348,2.71439,2.47,0.0611,88.81,181,5237,4.572,0.24,0.826,0.927,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064
CONFIRMED,49.18394185,141.911924,0.035,11.3364,1.65E+03,0.036501,0.31666,8.2,0.2829,89.94,29,5626,3.907,0.36,2.057,1.247,12.654,13.127,12.528,12.452,12.313,11.43,11.065,10.983
CONFIRMED,20.0261412,146.91109,0.957,1.611,4.21E+02,0.025305,2.00738,2.28,0.1409,88.43,54,5237,4.572,0.24,0.826,0.927,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064
CANDIDATE,13.61014819,173.987319,1.081,2.594,5.73E+03,0.192842,0.84633,19.02,0.1061,86.94,101,5697,4.46,-0.26,0.903,0.857,15.06,15.607,14.999,14.825,14.697,13.702,13.307,13.245
FALSE POSITIVE,10.44331991,175.4046,0.23,2.743,1.16E+03,0.030416,4.32663,2.66,0.0857,89.55,127,4947,4.516,0.08,0.802,0.769,15.546,16.374,15.478,15.191,14.983,14.047,13.501,13.392
CONFIRMED,2.237489571,170.81914,0.128,1.8119,3.16E+02,0.015942,3.26761,1.41,0.0325,89.23,595,5265,4.58,0.14,0.81,0.91,15.001,15.672,14.939,14.713,14.603,13.604,13.106,13.004
FALSE POSITIVE,5.851520671,173.8228336,0.211,3.11058,3.30E+04,0.166109,2.48066,14.62,0.0591,89.27,178,5532,4.53,-0.34,0.806,0.804,15.33,15.912,15.285,15.081,14.969,14.045,13.654,13.562
CONFIRMED,3.167893418,172.147959,0.026,2.1814,7.81E+02,0.025513,2.78453,2.62,0.0426,89.87,430,5895,4.503,-0.02,0.94,1.026,15.533,16.067,15.477,15.304,15.2,14.32,13.958,13.871
CONFIRMED,4.311780262,173.576483,0.196,2.7251,1.15E+03,0.030716,1.86883,3.11,0.0511,89.08,299,5527,4.484,0.16,0.927,0.956,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73
CONFIRMED,20.0504494,188.08821,0.383,4.556,8.41E+02,0.026569,1.54536,2.69,0.1423,89.31,64,5527,4.484,0.16,0.927,0.956,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73
CONFIRMED,9.76734503,186.57718,0.9,1.6585,5.69E+02,0.026407,2.17446,2.67,0.0881,87.68,122,5527,4.484,0.16,0.927,0.956,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73
CANDIDATE,119.0207044,222.236492,0.076,8.1405,7.43E+03,0.077431,2.31024,8.98,0.4582,89.96,11,5453,4.342,0.16,1.062,0.904,15.085,15.601,15.024,14.864,14.78,13.858,13.476,13.398
CONFIRMED,190.3200468,312.68498,0.812,15.284,1.14E+03,0.034654,0.11866,7.78,0.6972,89.24,7,5626,3.907,0.36,2.057,1.247,12.654,13.127,12.528,12.452,12.313,11.43,11.065,10.983
FALSE POSITIVE,2.861159894,171.648106,0.965,1.8832,1.01E+03,0.039171,0.22208,4.37,0.0406,77.84,454,6126,4.458,-0.04,1.021,1.09,15.618,16.094,15.559,15.415,15.32,14.442,14.128,14.012
CONFIRMED,26.44439337,194.12074,0.03,3.9783,1.84E+03,0.038511,3.96328,3.91,0.1687,89.97,53,5427,4.463,0.16,0.929,0.915,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518
CONFIRMED,51.53997972,174.055011,0.183,6.3994,3.64E+03,0.05435,1.85679,5.51,0.2632,89.84,28,5427,4.463,0.16,0.929,0.915,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518
CONFIRMED,5.902245782,136.78393,0.209,2.9003,7.02E+02,0.023909,2.05923,2.43,0.0621,89.23,220,5427,4.463,0.16,0.929,0.915,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518
CONFIRMED,2.382951591,135.080841,0.479,1.8876,3.92E+02,0.018369,2.19197,1.86,0.0339,86.85,515,5427,4.463,0.16,0.929,0.915,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518
CONFIRMED,21.02250608,207.67593,0.036,4.1072,1.77E+03,0.037466,2.85327,3.07,0.1378,89.95,67,5067,4.585,-0.08,0.75,0.789,15.859,16.548,15.793,15.564,15.406,14.399,13.982,13.841
CONFIRMED,3.219814777,133.00406,0.06,2.0642,4.88E+02,0.019702,3.26825,1.69,0.04,89.72,391,5103,4.562,0.04,0.787,0.823,15.599,16.312,15.541,15.293,15.162,14.121,13.688,13.639
CONFIRMED,5.912273234,172.184012,0.17,2.3254,9.61E+02,0.027826,4.13623,1.73,0.0537,89.51,227,4072,4.696,-0.18,0.57,0.586,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719
CONFIRMED,8.98581901,175.68418,0.008,2.8606,8.81E+02,0.026527,3.50489,1.65,0.0709,89.98,145,4072,4.696,-0.18,0.57,0.586,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719
CANDIDATE,12.94066866,179.423014,0.897,2.4845,4.25E+04,0.259639,4.93266,22.94,0.1039,88.54,100,5875,4.572,-0.42,0.809,0.895,15.215,15.674,15.167,15.018,14.948,14.079,13.715,13.633
FALSE POSITIVE,20.5452375,137.91394,0.95,2.517,2.19E+02,0.017424,0.52476,2.41,0.1437,87.6,67,5670,4.206,0,1.264,0.937,12.003,12.476,11.835,11.801,11.807,11.114,10.813,10.828
CONFIRMED,33.60123371,186.680343,0.67,4.4056,7.43E+03,0.083298,2.04292,8.46,0.1956,89.23,39,5149,4.447,0.42,0.93,0.882,15.262,15.921,15.203,14.98,14.868,13.814,13.436,13.347
CONFIRMED,6.76652928,138.0637,0.429,2.9004,4.51E+02,0.019382,1.85399,1.97,0.0672,88.51,194,5149,4.447,0.42,0.93,0.882,15.262,15.921,15.203,14.98,14.868,13.814,13.436,13.347
CONFIRMED,4.347288783,172.23343,0.025,2.1024,4.52E+02,0.019273,4.18264,2.36,0.0524,89.91,307,5754,4.345,0.16,1.122,1.014,15.024,15.542,14.977,14.802,14.7,13.806,13.397,13.378
CONFIRMED,4.601811819,169.98108,0.567,2.2607,7.56E+02,0.02579,2.109,2.35,0.0501,87.56,295,4986,4.496,0.16,0.833,0.793,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038
CONFIRMED,11.18719905,137.17814,0.387,3.252,3.54E+02,0.017042,2.28406,1.55,0.0907,89.1,117,4986,4.496,0.16,0.833,0.793,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038
CONFIRMED,4.220965778,170.622433,0.705,3.0854,2.26E+03,0.046401,0.5702,2.62,0.0418,85.03,321,3837,4.747,-0.06,0.517,0.544,15.692,16.782,15.619,15.225,14.974,13.855,13.277,13.102
FALSE POSITIVE,6.998099523,171.898913,7.361,2.0488,2.03E+04,6.502574,22.19119,588.66,0.0698,79,192,5612,4.566,-0.12,0.829,0.926,15.877,16.436,15.814,15.637,15.524,14.597,14.152,14.141
CONFIRMED,5.95489993,170.955871,0.327,2.3892,1.41E+03,0.033728,3.48052,2.33,0.0554,89,226,4261,4.641,-0.06,0.633,0.64,15.019,16.121,14.965,14.547,14.322,13.168,12.577,12.392
CONFIRMED,12.03987488,181.22536,0.286,2.7363,1.25E+03,0.031605,4.82896,2.18,0.0886,89.51,106,4261,4.641,-0.06,0.633,0.64,15.019,16.121,14.965,14.547,14.322,13.168,12.577,12.392
CONFIRMED,20.83762895,132.08488,0.706,2.3734,4.39E+02,0.020532,5.25789,1.42,0.1278,89.18,67,4261,4.641,-0.06,0.633,0.64,15.019,16.121,14.965,14.547,14.322,13.168,12.577,12.392
FALSE POSITIVE,8.8111022,136.4568,1.223,5.0683,4.01E+02,0.242511,0.00762,63.66,0.0919,67.15,125,6200,3.8,-0.12,2.404,1.333,12.759,13.088,12.71,12.618,12.589,11.723,11.472,11.437
CONFIRMED,23.58917143,173.81994,0.926,5.073,1.20E+03,0.040151,0.16337,3.16,0.1429,86.86,56,4919,4.566,-0.24,0.721,0.697,15.316,16.159,15.276,14.955,14.763,13.697,13.2,13.061
CONFIRMED,6.481633073,122.977657,0.833,3.784,2.99E+02,0.017836,0.20633,2.54,0.0683,83.8,214,5945,4.213,-0.08,1.302,1.009,12.365,12.735,12.3,12.206,12.175,11.314,11.046,11.001
CONFIRMED,10.37168928,172.61729,0.537,3.035,1.25E+03,0.033023,2.15323,3.2,0.0873,88.66,128,5121,4.457,0.18,0.888,0.822,15.193,15.89,15.136,14.894,14.778,13.67,13.249,13.135
CONFIRMED,3.96996298,137.75447,0.836,1.1757,2.99E+02,0.018305,4.07984,1.78,0.046,86.81,320,5121,4.457,0.18,0.888,0.822,15.193,15.89,15.136,14.894,14.778,13.67,13.249,13.135
CONFIRMED,4.40841331,172.18582,0.899,5.012,5.49E+02,0.025379,0.03994,2.66,0.052,74.9,279,6007,4.457,-0.24,0.961,0.968,15.662,16.177,15.621,15.441,15.332,14.43,13.966,13.996
FALSE POSITIVE,7.9426176,174.52563,0.942,6.703,1.59E+03,0.046289,0.02282,4.68,0.0789,77.16,172,5811,4.521,0.07,0.926,1.036,15.26,15.828,15.198,15.017,14.893,14.026,13.667,13.551
CONFIRMED,226.8904775,207.35971,0.731,7.558,3.14E+03,0.055361,1.95932,4.53,0.6732,89.76,7,5067,4.585,-0.08,0.75,0.789,15.859,16.548,15.793,15.564,15.406,14.399,13.982,13.841
FALSE POSITIVE,1.956811408,170.694208,1.091,2.1958,2.49E+04,0.327759,0.72779,21.58,0.0259,78.08,685,5209,4.657,-1.24,0.603,0.602,15.533,16.194,15.518,15.25,15.09,14.118,13.646,13.534
CANDIDATE,2.688899233,170.1020904,0.001,2.11275,3.75E+04,0.172543,3.89722,12.04,0.0335,90,499,4820,4.667,-0.4,0.639,0.699,15.766,16.587,15.72,15.414,15.22,14.178,13.631,13.522
CONFIRMED,9.439459486,177.186096,0.049,2.8979,3.04E+03,0.048953,3.76657,4.16,0.0837,89.89,144,5097,4.597,0.21,0.779,0.891,15.067,15.794,14.99,14.755,14.63,13.597,13.178,13.051
CONFIRMED,11.52306746,131.969055,0,3.8757,5.07E+02,0.020288,1.77474,3.13,0.1017,90,116,5644,4.162,0.3,1.411,1.053,12.346,12.778,12.272,12.161,12.107,11.21,10.867,10.801
CONFIRMED,20.47748843,178.66786,0.497,2.8364,1.38E+03,0.034376,5.64738,2.92,0.1402,89.43,59,5097,4.597,0.21,0.779,0.891,15.067,15.794,14.99,14.755,14.63,13.597,13.178,13.051
CONFIRMED,3.336123113,135.31623,0.252,1.9616,5.16E+02,0.020396,3.61764,1.74,0.0418,88.88,386,5097,4.597,0.21,0.779,0.891,15.067,15.794,14.99,14.755,14.63,13.597,13.178,13.051
CONFIRMED,8.01078456,170.20739,0.192,2.312,1.33E+03,0.03347,5.73059,1.72,0.0616,89.59,168,3713,4.779,-0.12,0.47,0.484,15.847,17.416,15.964,15.175,14.7,13.508,12.897,12.648
CONFIRMED,12.07134205,143.45948,0.014,4.3224,7.59E+02,0.025158,1.35939,1.29,0.0809,89.96,112,3713,4.779,-0.12,0.47,0.484,15.847,17.416,15.964,15.175,14.7,13.508,12.897,12.648
CONFIRMED,20.99587872,152.31554,0.228,2.6333,7.67E+02,0.025412,9.69398,1.3,0.117,89.79,55,3713,4.779,-0.12,0.47,0.484,15.847,17.416,15.964,15.175,14.7,13.508,12.897,12.648
CONFIRMED,7.41113177,175.34754,0.712,2.5242,6.21E+02,0.024438,1.56072,2.45,0.0748,87.54,181,5849,4.517,-0.02,0.919,1.014,15.031,15.569,14.973,14.8,14.706,13.802,13.454,13.3
FALSE POSITIVE,1.000747038,169.974229,0.908,0.9967,1.82E+03,0.047993,1.32454,4.14,0.0175,77.28,668,5472,4.499,-0.54,0.79,0.718,15.419,16.069,15.387,15.141,14.986,14.015,13.574,13.443
CONFIRMED,8.884922995,169.991686,0.069,2.07004,1.61E+04,0.114124,11.62061,10.51,0.0786,89.89,153,5332,4.5,-0.08,0.843,0.821,15.264,15.998,15.207,14.949,14.826,13.665,13.262,13.118
CONFIRMED,8.09888906,176.623731,0.018,4.20241,6.91E+03,0.076211,1.14941,8.95,0.0832,89.93,168,6214,4.442,0.07,1.076,1.169,15.261,15.68,15.208,15.081,15.056,14.164,13.875,13.825
CONFIRMED,10.00653012,176.96898,0.862,5.344,9.36E+02,0.032174,0.1029,3.52,0.0933,83.94,135,6063,4.47,-0.02,1.001,1.079,15.063,15.517,15.013,14.869,14.839,13.984,13.655,13.592
CONFIRMED,17.85522168,146.596466,0.075,7.41287,9.07E+03,0.08815,0.47367,13.16,0.1491,89.79,75,6823,4.308,0.07,1.367,1.386,11.353,11.571,11.28,11.245,11.26,10.461,10.287,10.234
CANDIDATE,12.73262407,176.939054,0.811,2.2083,6.47E+03,0.082519,3.68779,4.87,0.0881,88.53,110,3950,4.721,-0.14,0.541,0.563,15.75,16.872,15.715,15.269,15.028,13.909,13.326,13.182
CANDIDATE,83.92494032,236.76334,0.658,6.7904,7.96E+03,0.086015,1.45972,4.78,0.3031,89.54,18,3960,4.746,-0.36,0.509,0.526,15.754,16.789,15.679,15.311,15.116,14,13.359,13.215
CONFIRMED,5.007316661,173.433997,0.344,4.2362,6.93E+03,0.077106,0.59565,6.96,0.0556,87.87,271,5865,4.563,-0.34,0.827,0.914,15.813,16.341,15.777,15.586,15.516,14.572,14.207,14.126
CONFIRMED,2.211116989,170.150139,0.69,1.6485,7.24E+02,0.026289,1.85398,1.85,0.0294,84.94,603,4500,4.656,-0.02,0.646,0.71,15.791,16.82,15.719,15.35,15.132,13.97,13.359,13.289
CONFIRMED,27.9541337,178.73791,0.063,3.95,9.43E+02,0.026973,4.12204,1.9,0.1593,89.94,48,4500,4.656,-0.02,0.646,0.71,15.791,16.82,15.719,15.35,15.132,13.97,13.359,13.289
CONFIRMED,12.69104387,137.12594,0.008,3.7727,2.52E+02,0.014487,2.08259,2.57,0.1072,89.98,108,5869,4.024,-0.16,1.626,1.019,12.935,13.288,12.891,12.784,12.769,11.919,11.658,11.623
